Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act,turn_index
830,About what?,Monica,neutral,81,1,1,7,"0:11:38,155","0:11:40,950",q,1
831,He's planning your birthday party.,Joey,neutral,81,2,1,7,"0:11:40,950","0:11:41,092",ans,2
832,Oh my God! I love him!,Monica,joy,81,3,1,7,"00:11:42,743","00:11:44,577",s,3
833,You'd better act surprised.,Joey,fear,81,4,1,7,"00:11:44,829","00:11:46,287",o,4
834,About what?,Phoebe,neutral,81,5,1,7,"0:11:46,539","0:11:47,381",q,5
835,My surprise party!,Monica,joy,81,6,1,7,"0:11:47,381","0:11:48,773",ans,6
836,What surprise party?,Phoebe,surprise,81,7,1,7,"0:11:48,773","0:11:48,918",q,7
837,Oh stop it. Joey already told me.,Monica,joy,81,8,1,7,"00:11:49,041","00:11:53,086",s,8
838,"Well, he didn't tell me.",Phoebe,neutral,81,9,1,7,"00:11:53,713","00:11:55,213",s,9
839,"Hey, don't look at me. This is Ross's thing.",Joey,neutral,81,10,1,7,"00:11:55,881","00:11:58,758",s,10
840,This is so typical. I'm always the last one to know everything.,Phoebe,anger,81,11,1,7,"00:11:59,009","00:12:02,303",o,11
901,This sucks! I didn't know I had to stay up all night before I went to this stupid sleep clinic! I'm so tired!,Joey,anger,89,0,4,20,"00:09:22,478","00:09:29,651",o,0
902,It's 6:00.,Chandler,neutral,89,1,4,20,"00:09:31,195","00:09:33,151",s,1
904,Hi!,Rachel,joy,89,2,4,20,"00:09:34,448","00:09:35,824",g,2
906,"Yeah, Rach, I think you're handling that really well.",Joey,neutral,89,4,4,20,"00:09:41,163","00:09:43,498",o,3
907,Handling it?,Rachel,neutral,89,5,4,20,"00:09:44,458","00:09:45,917",q,4
908,"What do you mean, handling it?",Rachel,joy,89,6,4,20,"0:09:46,085","0:09:47,097",q,5
909,There's nothing to handle.,Rachel,joy,89,7,4,20,"0:09:47,097","0:09:48,219",s,6
910,"Now, maybe I would have a problem with this if it wasn't for me and Joshua.",Rachel,neutral,89,8,4,20,"00:09:48,337","00:09:52,757",o,7
911,"Y'know, they're not gonna get married anyway!",Rachel,anger,89,9,4,20,"0:09:52,925","0:09:55,136",o,8
912,What?,Chandler,surprise,89,10,4,20,"0:09:55,136","0:09:56,593",dag,9
913,Come on!,Rachel,anger,89,11,4,20,"0:09:56,679","0:09:57,472",dag,10
914,They rushed into this thing so fast it's ridiculous!,Rachel,disgust,89,12,4,20,"0:09:57,472","0:10:00,734",o,11
932,My drinking?,Rachel,neutral,94,0,4,9,"00:11:38,948","00:11:40,198",oth,0
933,"Oh, I must've said that after you left.",Joanna,neutral,94,1,4,9,"00:11:41,617","00:11:44,244",o,1
934,Said what? Exactly.,Rachel,fear,94,2,4,9,"00:11:45,579","00:11:46,955",q,2
935,That you enjoyed the occasional drinking binge.,Joanna,neutral,94,3,4,9,"00:11:47,123","00:11:48,915",ans,3
936,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",Rachel,disgust,94,4,4,9,"00:11:52,211","00:11:58,299",s,4
937,Wait-wait-wait-wait-wait-wait-wait-wait!!,Joanna,fear,94,5,4,9,"00:11:54,964","00:11:58,299",c,5
938,If you're gonna get all sensitive about it!,Joanna,anger,94,6,4,9,"00:11:58,467","00:12:01,386",s,6
939,I don't want to lose you.,Joanna,sadness,94,7,4,9,"00:12:01,554","00:12:02,929",o,7
940,"What if I, create a position for you?",Joanna,neutral,94,8,4,9,"00:12:03,097","00:12:05,640",q,8
941,I'll make you an assistant buyer in this department.,Joanna,neutral,94,9,4,9,"00:12:05,808","00:12:08,810",ans,9
942,Say more things like that.,Rachel,joy,94,10,4,9,"00:12:10,229","00:12:12,731",c,10
943,"You can have your own office, and a raise! Effective tomorrow.",Joanna,joy,94,11,4,9,"00:12:13,524","00:12:16,526",o,11
948,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Rachel,joy,95,0,5,3,"00:04:00,782","00:04:04,409",s,0
949,Oh my!,Joey,surprise,95,1,5,3,"00:04:04,619","00:04:05,953",oth,1
950,They're male nurses.,Rachel,neutral,95,2,5,3,"00:04:07,372","00:04:09,206",s,2
951,Not in my head.,Joey,neutral,95,3,5,3,"00:04:09,374","00:04:11,291",dag,3
952,"Anyway, they want to take us out Saturday night! What do you say?",Rachel,joy,95,4,5,3,"00:04:12,001","00:04:15,671",q,4
953,Umm. Umm. Umm. I don't think so.,Monica,joy,95,5,5,3,"0:04:21,386","0:04:22,304",dag,5
954,What?,Rachel,surprise,95,6,5,3,"0:04:22,304","0:04:23,451",q,6
955,What are you talking about?!,Rachel,surprise,95,7,5,3,"00:04:23,638","00:04:25,097",q,7
956,You-you're the one who's been telling me to get over Ross and move on.,Rachel,anger,95,8,5,3,"00:04:25,348","00:04:29,059",s,8
957,"I'm moving on, and you're moving on with me.",Rachel,neutral,95,9,5,3,"00:04:29,310","00:04:31,395",s,9
958,"Come on, give me one good reason why you don't wanna go.",Rachel,neutral,95,10,5,3,"0:04:35,566","0:04:38,069",c,10
959,"Umm, why don't you give",Monica,neutral,95,11,5,3,"0:04:38,069","0:04:38,213",s,11
977,Hey!,Chandler,joy,99,0,7,19,"0:05:24,907","0:05:25,575",g,0
978,Hey!,Monica,joy,99,1,7,19,"0:05:25,575","0:05:26,813",g,1
979,Y'know I'm-I'm really glad we decided not to sleep together before the wedding.,Chandler,joy,99,2,7,19,"00:05:26,909","00:05:30,495",s,2
980,"Oh boy, me too!",Monica,joy,99,3,7,19,"00:05:30,705","00:05:32,998",ag,3
981,Y'know I was thinking if we had aa big fight and uh we broke up for a few hours,Chandler,neutral,99,4,7,19,"00:05:33,541","00:05:38,211",o,4
982,Yeah?,Monica,fear,99,5,7,19,"00:05:38,379","00:05:39,522",b,5
983,"Technically we could have sex again. What do you think, bossy and domineering?!",Chandler,neutral,99,6,7,19,"00:05:38,379","00:05:46,136",q,6
984,"The wedding is off, sloppy and immature!",Monica,anger,99,7,7,19,"00:05:46,304","00:05:48,972",ans,7
985,That's me! Come on!,Chandler,joy,99,8,7,19,"00:05:49,140","00:05:50,474",dag,8
986,"Okay. But wait, we can't. My Cousin Cassie is in the guest room, we're supposed to have lunch.",Monica,neutral,99,9,7,19,"00:05:50,641","00:05:54,144",o,9
987,"Well, get rid of her, obsessive and shrill.",Chandler,neutral,99,10,7,19,"00:05:54,312","00:05:56,438",o,10
988,Shrill?! The wedding is back on!,Monica,anger,99,11,7,19,"00:05:57,440","00:05:59,900",s,11
1053,"Okay, I've got some Ones, you wanna put them in her panties?",Monica,neutral,109,0,4,14,"00:14:05,594","00:14:10,348",q,0
1054,"No thanks, Mom!",Chandler,disgust,109,1,4,14,"00:14:10,516","00:14:12,934",ans,1
1056,"Ha-ha, it's not my baby, ha-ha-ha!",Phoebe,anger,109,3,4,14,"00:14:25,030","00:14:27,740",s,2
1057,"Very good, so good.",Monica,joy,109,4,4,14,"00:14:30,160","00:14:33,454",a,3
1058,"I really, really enjoyed it. Very exotic.",Phoebe,joy,109,5,4,14,"00:14:33,622","00:14:38,042",s,4
1059,"Well, I just checked our messages and Joshua didn't call.",Rachel,sadness,109,6,4,14,"00:14:38,711","00:14:41,963",s,5
1060,I mean you'd think he'd be worried about me not showing up at his club.,Rachel,sadness,109,7,4,14,"00:14:42,131","00:14:45,550",o,6
1061,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Rachel,sadness,109,8,4,14,"00:14:45,718","00:14:50,513",s,7
1062,Come on! Look where you are!!,Phoebe,joy,109,9,4,14,"00:14:50,681","00:14:53,641",s,8
1063,"When you get a sec, another round of daiquiris.",Monica,neutral,109,10,4,14,"0:14:55,102","0:14:57,034",s,9
1064,"Remember, a virgin for me please.",Phoebe,neutral,109,11,4,14,"0:14:57,034","0:14:58,986",s,10
1065,Oh! And don't let me leave without getting the name of that carpet guy.,Monica,neutral,109,12,4,14,"00:14:59,106","00:15:02,400",o,11
1081,Wow thanks!,Joey,joy,111,0,7,1,"00:09:11,801","00:09:14,177",g,0
1082,Joe?,Chandler,fear,111,1,7,1,"0:09:17,848","0:09:18,810",oth,1
1083,Yeah!,Joey,joy,111,2,7,1,"0:09:18,810","0:09:20,452",b,2
1084,"Uh, you've had a lot of sex right?",Chandler,neutral,111,3,7,1,"00:09:20,601","00:09:26,439",q,3
1085,"When? Today? Some, not a lot.",Joey,surprise,111,4,7,1,"00:09:29,527","00:09:36,199",ans,4
1086,"Well, it's just the reason that I'm asking is because I kind of eh, uh, I was unable toI mean I really wanted to, but I couldn't.",Chandler,fear,111,5,7,1,"00:09:41,956","00:09:48,920",s,5
1087,"There huhhmm, there-there was an incident.",Chandler,fear,111,6,7,1,"00:09:49,130","00:09:51,298",s,6
1088,"Don't worry about that man, that happens.",Joey,neutral,111,7,7,1,"00:09:52,758","00:09:55,844",o,7
1089,It's happened to you?,Chandler,surprise,111,8,7,1,"0:09:56,304","0:09:57,606",q,8
1090,Yeah! Once.,Joey,neutral,111,9,7,1,"0:09:57,606","0:09:59,654",ans,9
1091,"Well, what'd you do?",Chandler,surprise,111,10,7,1,"0:10:00,182","0:10:01,104",q,10
1092,I did it anyway.,Joey,neutral,111,11,7,1,"0:10:01,104","0:10:03,938",ans,11
1147,I don't know.,Joey,neutral,119,0,5,17,"0:14:47,928","0:14:48,471",s,0
1148,But I can see through your sheet.,Joey,neutral,119,1,5,17,"0:14:48,471","0:14:50,735",s,1
1149,"Yeah, yeah, that's her.",Joey,neutral,119,2,5,17,"0:14:53,475","0:14:55,237",s,2
1150,But y'know what?,Joey,neutral,119,3,5,17,"0:14:55,237","0:14:56,356",oth,3
1151,"Doesn't matter, I'm never gonna get to meet her anyway.",Joey,sadness,119,4,5,17,"00:14:53,475","00:14:58,354",o,4
1152,Why?,Monica,neutral,119,5,5,17,"00:14:56,478","00:14:58,354",q,5
1153,"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",Joey,sadness,119,6,5,17,"00:14:58,522","00:15:04,527",ans,6
1154,"What are you talking about? She obviously lives on the second floor, seventh apartment from the left!",Monica,surprise,119,7,5,17,"00:15:05,446","00:15:10,633",q,7
1155,No. No. No. She lives on the,Joey,neutral,119,8,5,17,"00:15:10,701","00:15:14,662",dag,8
1156,"No, those first two windows, that's the lobby.",Monica,neutral,119,9,5,17,"00:15:14,830","00:15:18,082",s,9
1157,"And y'know the other one over there, that's the stairway.",Monica,neutral,119,10,5,17,"0:15:18,292","0:15:20,878",s,10
1158,You've been counting wrong.,Monica,neutral,119,11,5,17,"0:15:20,878","0:15:21,827",s,11
1184,"And y'know what, I just realised, in the last year I've only gone out with two guys, Richard and Julio.",Monica,surprise,122,0,3,18,"00:06:44,320","00:06:53,120",s,0
1185,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,fear,122,1,3,18,"00:06:49,492","00:06:53,120",o,1
1186,"Well, that shouldn't be a problem. I mean I work in fashion and all I meet are eligible straight men.",Rachel,neutral,122,2,3,18,"00:06:53,287","00:06:57,374",dag,2
1187,"Pete, can I get you something else?",Monica,neutral,122,3,3,18,"00:07:01,337","00:07:02,712",q,3
1188,"Yeah, a slice of cheesecake and-and a date if you're given' em out.",Pete,neutral,122,4,3,18,"00:07:02,880","00:07:05,757",ans,4
1189,Haven't you and I covered that topic?,Monica,neutral,122,5,3,18,"00:07:06,342","00:07:08,218",q,5
1190,"Hmm, come on, you just said to her that you.",Pete,neutral,122,6,3,18,"00:07:08,386","00:07:11,930",ans,6
1191,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.",Monica,joy,122,7,3,18,"00:07:08,386","00:07:15,475",o,7
1192,"Well, if that were true, I'd dating my Aunt Ruth.",Pete,joy,122,8,3,18,"00:07:15,643","00:07:18,228",s,8
1193,And the two times we went out were just plain awkward.,Pete,disgust,122,9,3,18,"00:07:20,064","00:07:26,111",s,9
1194,"Come on, you think she should go out with me, don't you?",Pete,neutral,122,10,3,18,"00:07:24,235","00:07:30,574",q,10
1195,"Well, I mean, are you sure you want to go out with her?",Rachel,neutral,122,11,3,18,"0:07:28,364","0:07:34,046",q,11
1212,I know I miss you too. I can't wait to see you. I love you. Bye.,Ross,joy,124,0,5,6,"00:10:12,194","00:10:16,156",s,0
1213,"Okay, what is in here? Rocks?",Chandler,surprise,124,1,5,6,"00:10:16,699","00:10:18,366",q,1
1214,"No-no, this is my collection of fossil samples.",Ross,neutral,124,2,5,6,"00:10:18,993","00:10:21,911",ans,2
1215,"So, rocks.",Chandler,disgust,124,3,5,6,"00:10:22,288","00:10:23,955",oth,3
1216,"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",Ross,sadness,124,4,5,6,"00:10:33,591","00:10:39,638",s,4
1217,"Ohh. Hey, remember when I ran into this thing and it kinda knocked me out a little?",Joey,joy,124,5,5,6,"00:10:40,765","00:10:44,392",s,5
1218,"I loved this place! To tell you the truth, I wish I didn't have to move.",Ross,joy,124,6,5,6,"00:10:46,187","00:10:50,899",o,6
1219,"Uhh, are you saying that you're not entirely happy about this?",Joey,surprise,124,7,5,6,"00:10:51,067","00:10:56,321",q,7
1220,"Well, I mean if uh, if Emily gave me a choice",Ross,sadness,124,8,5,6,"00:10:56,530","00:10:59,032",ans,8
1221,You,Joey,neutral,124,9,5,6,"00:10:59,241","00:11:01,326",oth,9
1222,Why?,Ross,neutral,124,10,5,6,"00:11:01,869","00:11:04,996",q,10
1223,"Hey, you guys! Look what I found in the giiiiiiift shop. Get up! Get up! Get up!",Joey,joy,124,11,5,6,"00:11:05,456","00:11:12,712",c,11
1233,"Morning's here! Sunshine is here! The sky is clear, the morning's here! The morning's here!",The Singing Man,joy,126,0,4,19,"00:00:06,756","00:00:22,271",oth,0
1234,HEY!! Do you,Rachel,anger,126,1,4,19,"00:00:24,941","00:00:28,527",q,1
1235,Oh come on! Morning's here! Morning's here! The morning is here! Sunshine is here!,The Singing Man,joy,126,2,4,19,"00:00:29,029","00:00:36,160",oth,2
1236,I,Rachel,neutral,126,3,4,19,"00:00:44,377","00:00:46,420",oth,3
1237,Are you kidding? I love that guy! Morning's here! Morning is here,Joey,joy,126,4,4,19,"00:00:56,181","00:01:03,187",ans,4
1238,Stop it! I will kill you. I hate the fact that my room is so small.,Rachel,anger,126,5,4,19,"00:01:03,354","00:01:12,738",o,5
1239,"Hey, I have all the space I need. Just do what I did.",Monica,neutral,126,6,4,19,"00:01:12,906","00:01:15,616",s,6
1240,"Monica, you don't even have a bed, you sleep in a ball on the floor!",Rachel,anger,126,7,4,19,"00:01:15,784","00:01:19,661",s,7
1241,Y'know what? I am,Monica,neutral,126,8,4,19,"00:01:21,581","00:01:23,749",s,8
1242,I'm sorry. I'm so sorry.,Rachel,sadness,126,9,4,19,"00:01:27,837","00:01:29,713",ap,9
1243,Okay.,Monica,neutral,126,10,4,19,"00:01:29,881","00:01:31,757",oth,10
1244,"See, this is a",Joey,neutral,126,11,4,19,"00:01:31,925","00:01:33,258",oth,11
1282,Hi Joey! What are you doing here?,Rachel,joy,130,0,7,5,"00:06:00,902","00:06:03,362",q,0
1283,"Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt. You got an extra one?",Joey,neutral,130,1,7,5,"00:06:03,529","00:06:12,496",q,1
1284,"Yeah, sure. Ummhere.",Rachel,neutral,130,2,7,5,"00:06:08,701","00:06:15,582",ans,2
1285,Great. You got anything that's not,Joey,disgust,130,3,7,5,"00:06:15,833","00:06:20,587",q,3
1286,"Yeah, I don't think so Joe.",Rachel,neutral,130,4,7,5,"00:06:22,507","00:06:24,174",ans,4
1287,"All right, I guess this will be fine.",Joey,neutral,130,5,7,5,"00:06:26,386","00:06:27,886",o,5
1288,"Hey, listen umm, what-what are you doing tonight?",Rachel,neutral,130,6,7,5,"0:06:28,054","0:06:30,406",q,6
1289,"Nothing, why?",Joey,neutral,130,7,7,5,"0:06:30,406","0:06:31,490",ans,7
1290,How would you feel about taking out my assistant Tag? I'll pay.,Rachel,neutral,130,8,7,5,"00:06:31,641","00:06:35,769",q,8
1291,"Huh, Rach I got to say it's gonna take a lot of money for me to go out on a date with a dude.",Joey,disgust,130,9,7,5,"00:06:35,937","00:06:40,190",ans,9
1292,I'm not asking you to go on a,Rachel,neutral,130,10,7,5,"00:06:41,692","00:06:44,611",s,10
1293,Really? Cause I could kinda use the money.,Joey,surprise,130,11,7,5,"00:06:44,779","00:06:47,739",o,11
1342,"Okay, I have to tell you something that I have never admitted during our entire friendship!",Rachel,anger,138,0,5,12,"00:11:52,795","00:11:55,964",s,0
1343,"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",Rachel,anger,138,1,5,12,"00:11:56,132","00:12:00,343",s,1
1344,"Wow, that feels so good to get off my chest!",Rachel,joy,138,2,5,12,"0:12:00,511","0:12:02,388",o,2
1345,"Okay, you go!",Rachel,anger,138,3,5,12,"0:12:02,388","0:12:03,876",c,3
1346,My turn? What-what are you talking about?,Monica,surprise,138,4,5,12,"00:12:05,349","00:12:07,892",q,4
1347,"Ugh, Monica, I know about you and Chandler.",Rachel,disgust,138,5,5,12,"00:12:08,102","00:12:12,313",ans,5
1348,What?!,Monica,surprise,138,6,5,12,"00:12:13,441","00:12:14,482",q,6
1349,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours.""",Rachel,neutral,138,7,5,12,"00:12:14,650","00:12:21,531",ans,7
1350,"And he said, ""Laundry?",Rachel,neutral,138,8,5,12,"0:12:21,741","0:12:23,410",s,8
1351,Is,Rachel,neutral,138,9,5,12,"0:12:23,410","0:12:24,852",oth,9
1352,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,Monica,joy,138,10,5,12,"00:12:36,756","00:12:44,304",s,10
1353,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",Rachel,anger,138,11,5,12,"00:12:44,472","00:12:51,603",s,11
1389,"Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance. Bye-bye. Oh God!",Chandler,surprise,145,0,1,20,"00:05:09,309","00:05:21,320",s,0
1390,That's,Monica,neutral,145,1,1,20,"00:05:25,116","00:05:28,535",oth,1
1391,"Hey, I've been honing!",Chandler,anger,145,2,1,20,"00:05:29,162","00:05:30,871",s,2
1392,What was with the dishes?,Ross,neutral,145,3,1,20,"00:05:31,831","00:05:32,998",q,3
1393,"Oh, uh..",Chandler,fear,145,4,1,20,"0:05:33,166","0:05:33,959",b,4
1394,I want her to think I might be in a restaurant.. y'know?,Chandler,fear,145,5,1,20,"0:05:33,959","0:05:36,229",ans,5
1395,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",Chandler,anger,145,6,1,20,"00:05:36,336","00:05:42,966",o,6
1396,"Look look! He's doing it again, the guy with the telescope!",Monica,surprise,145,7,1,20,"00:05:43,301","00:05:52,934",s,7
1397,Oh my God! Go away! Stop looking in here!,Phoebe,anger,145,8,1,20,"00:05:45,720","00:05:52,934",c,8
1398,"Great, now he's waving back.",Monica,disgust,145,9,1,20,"00:05:53,102","00:05:55,729",s,9
1399,"Man, we gotta do something about that guy.",Joey,disgust,145,10,1,20,"00:05:57,148","00:05:58,815",o,10
1400,"This morning, I caught him looking into our apartment.",Joey,disgust,145,11,1,20,"00:05:58,983","00:06:01,318",s,11
1408,Y'know they say a watched pot never beeps.,Monica,neutral,146,0,3,14,"00:11:29,814","00:11:33,149",s,0
1409,"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",Phoebe,sadness,146,1,3,14,"00:11:38,948","00:11:46,538",o,1
1410,Phoebe why don't you just call her? You obviously want to.,Monica,neutral,146,2,3,14,"00:11:44,328","00:11:48,790",o,2
1411,You think you know me so well.,Phoebe,anger,146,3,3,14,"00:11:48,958","00:11:50,959",s,3
1412,"Well, don't cha wanna?",Monica,neutral,146,4,3,14,"0:11:51,127","0:11:52,128",q,4
1413,Yeah.,Phoebe,neutral,146,5,3,14,"0:11:52,128","0:11:54,017",ans,5
1414,"Okay, well I do know you.",Monica,neutral,146,6,3,14,"0:11:55,131","0:11:56,633",ag,6
1415,That's what I said.,Phoebe,neutral,146,7,3,14,"0:11:56,633","0:11:58,887",a,7
1416,Well so?,Monica,neutral,146,8,3,14,"0:12:01,053","0:12:01,805",q,8
1417,I can't.,Phoebe,sadness,146,9,3,14,"0:12:01,805","0:12:03,147",ans,9
1418,I can't.,Phoebe,sadness,146,10,3,14,"0:12:03,147","0:12:03,683",ans,10
1419,"She dumped me, I mean I totally trusted her and then one day it was Okay, bye Pheebs' gone.",Phoebe,sadness,146,11,3,14,"00:12:03,764","00:12:11,020",s,11
1421,"Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel.",Ross,neutral,147,0,1,5,"00:07:08,803","00:07:12,389",s,0
