Dialogue_ID,Utterance_ID,Utterance,Emotion
425,1,They must have practiced a lot. The perseverance has made them they are today.,neutral
425,2,So cool. Someone gave me this flier at the exit. What's it about?,joy
425,3,"Let me have a look. Well, it lists some shows that will be on next week.",neutral
425,4,"Oh, tell me about it. Anything interesting?",neutral
425,5,"Hmm... Oh, this one,'The Drunken Beauty'. This is a real classic.",neutral
425,6,"' The Drunken Beauty'? It's funny that we have'Sleeping Beauty'in my country. Anyway, what's it about? Is the beauty a drunkard?",neutral
425,7,Of course not. She was said to be the most beautiful woman in her time and that made her become the queen. They play was famous for its singing and dancing.,neutral
425,8,"Sure, people do that when they are drunk. What about the actress?",neutral
425,9,She is an opera star in China. Her teacher's teacher is Mei Landfang.,neutral
425,10,"Oh, I've heard about him before. He even created a special dance of sleeve shaking.",neutral
425,11,You are such an expert on it. I don't know that.,joy
425,12,"You know, interest is the best teacher.",neutral
425,13,"So, want me to book the tickets again?",joy
425,14,Please do that. I can't wait to come back again. The performance must be really amazing.,joy
425,15,We can do that if you like. Maybe next weekend.,joy
425,16,That will be great.,joy
435,0,"Hi Mary, how's it going?",neutral
435,1,"Well, last night I had a big argument with Ann.",neutral
435,2,Terrible. It must be something serious. You two are such close friends.,neutral
435,3,"Now that I look back at it, it wasn't that big a deal. I shouldn't have lost my temper.",neutral
435,4,Really? What happened?,surprise
435,5,"It's just we've been planning to go the beach for a while, and we decided we could both make it this weekend. Then out of nowhere she called me up, said her boyfriend had made plans and that she need to cancel the trip. I was so angry when she told me that I said she didn't care about our friendship at all.",neutral
435,6,That's pretty harsh.,neutral
435,7,"I know, but I was so upset. I mean, come on! Does she have to do everything her boyfriend says?",neutral
435,8,You know she probably feels just as bad.,neutral
435,9,"Well, I think I was being a little selfish myself. I know they don't get to see each other very often.",neutral
435,10,"Well, in that case I guess maybe you can be more understanding. You shouldn't let a trivial thing like this stand in the way of your friendship. After all you can go to the beach anytime you want.",neutral
435,11,"Yeah, I'll call later to patch things up.",neutral
438,0,What did you do over the weekend?,neutral
438,1,I went a global warming rally. It was fantastic to be around so many people who care about the environment.,neutral
438,2,Do you think there's anything we can do to reverse the damage that's been done already?,neutral
438,3,"It might not be possible to fix the problems that we've created for ourselves, but there are lots of things we can do to prevent more damages from happening.",neutral
438,4,Like what?,neutral
438,5,"Well, we can use public transport instead of taking our cars for a start.",neutral
438,6,What else can we do to protect the environment?,neutral
438,7,"If you do have to drive, you should make sure that your car runs on unleaded petrol. Also, your home should use sources of renewable energy.",neutral
438,8,How about recycling? Does that actually help?,neutral
438,9,"Yes. You should take your glass, paper, plastic, cardboard, and tin cans to a recycling center.",neutral
438,10,What do you think the biggest worry for our future is?,neutral
438,11,I think that the issue of greatest concern is having enough sources of clean water for everyone.,neutral
438,12,I had no idea you were such an environmentalist before!,surprise
438,13,"To be honest, in order for the earth to continue to be a habitable place, we're all going to have to become more interested in the environment.",joy
445,0,"You ’ re ready, right?",neutral
445,1,Ready for what?,neutral
445,2,Are you ready to transfer tomorrow?,neutral
445,3,Yes. I am ready.,neutral
445,4,You ’ re not nervous?,neutral
445,5,Of course I ’ m nervous.,neutral
445,6,What are you most nervous about?,neutral
445,7,I won ’ t know anybody at that school.,neutral
445,8,You shouldn ’ t be nervous about that.,neutral
445,9,Why not?,neutral
445,10,Meeting new people is a good thing.,joy
445,11,That ’ s a good way to think about it.,joy
457,0,"How can I help you today, Alice?",neutral
457,1,"Well, I came to talk to you because I want to apply for a scholarship.",neutral
457,2,"Oh, good. You're an excellent student. I'd be very willing to help you with that.",neutral
457,3,"Thanks. I really appreciate it.In fact, I do need a letter of recommendation for this scholarship.",neutral
457,4,What kind of scholarship is it?,neutral
457,5,It's an undergraduate scholarship offered by the American Minority Students Scholarship Association. I'm eligible for it because I'm Asian American.,neutral
457,6,"Fine. I know about that scholarship.You have to be a student in your junior year, and you have to have a grade point average of 3.7 or higher.",neutral
457,7,"I'm a junior now, and my GPA is 3.92.",neutral
457,8,Excellent. So you'll have a good chance of getting it.,neutral
457,9,"Well, I hope so. The competition is probably pretty heavy.And they want a writing sample too.",neutral
457,10,Do you have an essay you want to send them?,neutral
457,11,"No, they want a special essay. I must write an essay on a particular question they pose.",neutral
457,12,What is the question?,neutral
457,13,"They give applicants a topic.The topic is, The Place of Ethnic Minorities in a Democratic Society.My essay must be three pages typed and double-spaced.",neutral
457,14,That's a pretty short essay.,neutral
457,15,"Yes, but I need to write it by next week.",neutral
457,16,Good luck. I'm sure you will do a good job.,joy
457,17,"I came here today to talk to you because... Well, I need to ask two favors.",neutral
457,18,Sure. What are they?,neutral
457,19,"First, I need a letter of recommendation.",neutral
457,20,I'd be happy to write one for you.,neutral
457,21,"And second... Well, I'm not sure if it's normal.",neutral
457,22,What is it? Do you want me to read your essay?,neutral
457,23,"Yes, if you could. I mean, if you could read it to make sure there are no mistakes.Or maybe you'd have some suggestions.",neutral
457,24,Of course I could read it. That's no problem. But you need to get it to me soon.,neutral
457,25,I will. I want to write the first draft tonight.So I could bring it tomorrow morning.,neutral
457,26,"Alright. If you can bring it to me tomorrow morning, I can talk with you after class on Friday.So I'll have some feedback for you before the weekend.",neutral
457,27,That would really help me a lot. I'm very grateful.,joy
457,28,Don't mention it. I'm always willing to help good students.,joy
467,0,What are you going to do after you return from Washington?,neutral
467,1,I'm going to stay in the city.,neutral
467,2,What will you do all day?,neutral
467,3,"I'm going to work with my father at the store. In the evening, I'll read books.On weekends, I'll go to the beach with my family.",neutral
467,4,Have you ever worked?,neutral
467,5,"No, but I can learn. What are you going to do this summer?",neutral
467,6,I'm going to camp. I've gone to camp for four summers.,neutral
467,7,I've never gone to camp. What do you do there?,neutral
467,8,"We do many things. In the morning, we go swimming and boating. In the afternoon, we play basketball or tennis. We sit around a camp fire at night.We sing or tell stories.",joy
467,9,That sounds wonderful.,joy
467,10,It is wonderful. What's John going to do this summer?,neutral
467,11,I think he's going to the mountains with his parents.,neutral
467,12,"Well, so long, Mary. Have fun.",neutral
467,13,"You too, Peter. Give my regards to John. I'll see you in September.",joy
483,0,Hi.,neutral
483,1,"Hi, Mary, Hi, Ken I hate to bring this up, but that new stereo, system you got...",neutral
483,2,Yeah?,neutral
483,3,You were playing it very late last night.,neutral
483,4,Yeah?,neutral
483,5,It kept me awake.,neutral
483,6,"Oh, I'm sorry.",sadness
483,7,It kept me awake a couple of hours.,neutral
483,8,"I'm so sorry, I.. I didn't realize it was that loud.",sadness
483,9,"It was that loud, and it was pretty late, and check with Mary if you don't believe me.",neutral
483,10,It's true.It was a bit loud.,neutral
483,11,I'm very sorry. I didn't realize it. I promise I'll keep it down in the future.,neutral
483,12,"Oh, it's no problem.It's OK.You know, it only happened once.",joy
483,13,I am glad we've straightened everything out.,joy
490,0,"Look, Forest Gump is on at six thirty.",joy
490,1,Really? It was on in 1994 for the first time. And it is really a classic.,surprise
490,2,"Yeah, I am very impressed with Tom Hanks'performance in the movie.",joy
